inference,topic,vocabulary,count
sa,6,2,7.19424e-05
sa,6,3,0.00438849
sa,6,4,0.00151079
sa,6,5,0.10223
sa,6,6,0.00151079
sa,6,7,0.00294964
sa,6,8,7.19424e-05
sa,6,9,7.19424e-05
sa,6,10,7.19424e-05
sa,6,11,0.00438849
sa,6,12,0.866259
sa,6,13,7.19424e-05
sa,6,14,0.00726619
sa,6,15,7.19424e-05
sa,6,16,7.19424e-05
sa,6,17,7.19424e-05
sa,6,18,0.00870504
sa,6,19,7.19424e-05
sa,6,20,7.19424e-05
sa,7,1,0.000102669
sa,7,2,0.189014
sa,7,3,0.388193
sa,7,4,0.0596509
sa,7,5,0.0226899
sa,7,6,0.0370637
sa,7,7,0.000102669
sa,7,8,0.000102669
sa,7,9,0.000102669
sa,7,10,0.000102669
sa,7,11,0.0986653
sa,7,12,0.135626
sa,7,13,0.000102669
sa,7,14,0.0555441
sa,7,15,0.00831622
sa,7,16,0.000102669
sa,7,17,0.000102669
sa,7,18,0.00420945
sa,7,19,0.000102669
sa,7,20,0.000102669
sa,8,1,7.78816e-05
sa,8,2,0.278894
sa,8,3,0.46581
sa,8,4,0.0608255
sa,8,5,7.78816e-05
sa,8,6,7.78816e-05
sa,8,7,0.0172118
sa,8,8,7.78816e-05
sa,8,9,7.78816e-05
sa,8,10,7.78816e-05
sa,8,11,0.165187
sa,8,12,7.78816e-05
sa,8,13,7.78816e-05
sa,8,14,7.78816e-05
sa,8,15,7.78816e-05
sa,8,16,0.0109813
sa,8,17,7.78816e-05
sa,8,18,7.78816e-05
sa,8,19,7.78816e-05
sa,8,20,7.78816e-05
sa,9,1,0.000446429
sa,9,2,0.000446429
sa,9,3,0.0450893
sa,9,4,0.125446
sa,9,5,0.000446429
sa,9,6,0.357589
sa,9,7,0.000446429
sa,9,8,0.000446429
sa,9,9,0.000446429
sa,9,10,0.000446429
sa,9,11,0.0450893
sa,9,12,0.000446429
sa,9,13,0.000446429
sa,9,14,0.384375
sa,9,15,0.000446429
sa,9,16,0.000446429
sa,9,17,0.0183036
sa,9,18,0.0183036
sa,9,19,0.000446429
sa,9,20,0.000446429
sa,10,1,0.000925926
sa,10,2,0.000925926
sa,10,3,0.223148
sa,10,4,0.186111
sa,10,5,0.130556
sa,10,6,0.000925926
sa,10,7,0.0194444
sa,10,8,0.000925926
sa,10,9,0.000925926
sa,10,10,0.000925926
sa,10,11,0.000925926
sa,10,12,0.426852
sa,10,13,0.000925926
sa,10,14,0.000925926
sa,10,15,0.000925926
sa,10,16,0.000925926
sa,10,17,0.000925926
sa,10,18,0.000925926
sa,10,19,0.000925926
sa,10,20,0.000925926
sa,11,1,7.15308e-05
sa,11,2,0.00293276
sa,11,3,7.15308e-05
sa,11,4,0.0186695
sa,11,5,7.15308e-05
sa,11,6,0.00150215
sa,11,7,0.62525
sa,11,8,7.15308e-05
sa,11,9,0.0158083
sa,11,10,0.0201001
sa,11,11,7.15308e-05
sa,11,12,0.0158083
sa,11,13,7.15308e-05
sa,11,14,0.0100858
sa,11,15,7.15308e-05
sa,11,16,0.266166
sa,11,17,7.15308e-05
sa,11,18,7.15308e-05
sa,11,19,0.00865522
sa,11,20,0.0143777
sa,12,1,6.73854e-05
sa,12,2,0.0270216
sa,12,3,0.0566712
sa,12,4,0.00680593
sa,12,5,6.73854e-05
sa,12,6,0.183356
sa,12,7,0.0162399
sa,12,8,6.73854e-05
sa,12,9,6.73854e-05
sa,12,10,6.73854e-05
sa,12,11,6.73854e-05
sa,12,12,0.0378032
sa,12,13,6.73854e-05
sa,12,14,0.602493
sa,12,15,6.73854e-05
sa,12,16,0.0593666
sa,12,17,6.73854e-05
sa,12,18,0.00680593
sa,12,19,0.0027628
sa,12,20,6.73854e-05
sa,13,1,7.57576e-05
sa,13,2,0.0182576
sa,13,3,0.022803
sa,13,4,0.937955
sa,13,5,7.57576e-05
sa,13,6,7.57576e-05
sa,13,7,0.00159091
sa,13,8,7.57576e-05
sa,13,9,7.57576e-05
sa,13,10,7.57576e-05
sa,13,11,0.00916667
sa,13,12,7.57576e-05
sa,13,13,0.00916667
sa,13,14,7.57576e-05
sa,13,15,7.57576e-05
sa,13,16,7.57576e-05
sa,13,17,7.57576e-05
sa,13,18,7.57576e-05
sa,13,19,7.57576e-05
sa,13,20,7.57576e-05
sa,14,1,8.40336e-05
sa,14,2,8.40336e-05
sa,14,3,0.0286555
sa,14,4,0.00512605
sa,14,5,8.40336e-05
sa,14,6,0.169832
sa,14,7,0.16479
sa,14,8,8.40336e-05
sa,14,9,8.40336e-05
sa,14,10,0.00344538
sa,14,11,0.00512605
sa,14,12,8.40336e-05
sa,14,13,8.40336e-05
sa,14,14,0.531176
sa,14,15,8.40336e-05
sa,14,16,0.0841176
sa,14,17,8.40336e-05
sa,14,18,0.00176471
sa,14,19,8.40336e-05
sa,14,20,0.00512605
sa,15,1,0.0166667
sa,15,2,0.0166667
sa,15,3,0.0166667
sa,15,4,0.0166667
sa,15,5,0.0166667
sa,15,6,0.0166667
sa,15,7,0.683333
sa,15,8,0.0166667
sa,15,9,0.0166667
sa,15,10,0.0166667
sa,15,11,0.0166667
sa,15,12,0.0166667
sa,15,13,0.0166667
sa,15,14,0.0166667
sa,15,15,0.0166667
sa,15,16,0.0166667
sa,15,17,0.0166667
sa,15,18,0.0166667
sa,15,19,0.0166667
sa,15,20,0.0166667
