topic, metric, value, alpha, gamma, eta, inference, dataset
21,pmi,44.5627,1.00E-05,1.00E-05,0.000154,sa,ap
0,scs,-342.117,1.00E-05,1.00E-05,0.000154,sa,ap
1,scs,-245.431,1.00E-05,1.00E-05,0.000154,sa,ap
2,scs,-339.826,1.00E-05,1.00E-05,0.000154,sa,ap
3,scs,-299.537,1.00E-05,1.00E-05,0.000154,sa,ap
4,scs,-357.834,1.00E-05,1.00E-05,0.000154,sa,ap
5,scs,-269.142,1.00E-05,1.00E-05,0.000154,sa,ap
6,scs,-261.336,1.00E-05,1.00E-05,0.000154,sa,ap
7,scs,-300.628,1.00E-05,1.00E-05,0.000154,sa,ap
8,scs,-315.317,1.00E-05,1.00E-05,0.000154,sa,ap
9,scs,-318.484,1.00E-05,1.00E-05,0.000154,sa,ap
10,scs,-198.368,1.00E-05,1.00E-05,0.000154,sa,ap
11,scs,-321.836,1.00E-05,1.00E-05,0.000154,sa,ap
12,scs,-286.875,1.00E-05,1.00E-05,0.000154,sa,ap
13,scs,-310.885,1.00E-05,1.00E-05,0.000154,sa,ap
14,scs,-278.905,1.00E-05,1.00E-05,0.000154,sa,ap
15,scs,-291.169,1.00E-05,1.00E-05,0.000154,sa,ap
16,scs,-290.857,1.00E-05,1.00E-05,0.000154,sa,ap
17,scs,-235.21,1.00E-05,1.00E-05,0.000154,sa,ap
18,scs,-175.587,1.00E-05,1.00E-05,0.000154,sa,ap
19,scs,-184.64,1.00E-05,1.00E-05,0.000154,sa,ap
20,scs,-319.665,1.00E-05,1.00E-05,0.000154,sa,ap
21,scs,-220.669,1.00E-05,1.00E-05,0.000154,sa,ap
0,itd,9.82449,1.00E-05,1.00E-05,0.000759,crs,nips
1,itd,9.6102,1.00E-05,1.00E-05,0.000759,crs,nips
2,itd,9.40612,1.00E-05,1.00E-05,0.000759,crs,nips
3,itd,9.3551,1.00E-05,1.00E-05,0.000759,crs,nips
4,itd,9.72245,1.00E-05,1.00E-05,0.000759,crs,nips
5,itd,9.54898,1.00E-05,1.00E-05,0.000759,crs,nips
6,itd,9.72245,1.00E-05,1.00E-05,0.000759,crs,nips
7,itd,9.36531,1.00E-05,1.00E-05,0.000759,crs,nips
8,itd,9.72245,1.00E-05,1.00E-05,0.000759,crs,nips
9,itd,9.83469,1.00E-05,1.00E-05,0.000759,crs,nips
10,itd,9.78367,1.00E-05,1.00E-05,0.000759,crs,nips
11,itd,9.37551,1.00E-05,1.00E-05,0.000759,crs,nips
12,itd,9.56939,1.00E-05,1.00E-05,0.000759,crs,nips
13,itd,9.29388,1.00E-05,1.00E-05,0.000759,crs,nips
14,itd,9.8551,1.00E-05,1.00E-05,0.000759,crs,nips
15,itd,9.69184,1.00E-05,1.00E-05,0.000759,crs,nips
16,itd,9.70204,1.00E-05,1.00E-05,0.000759,crs,nips
17,itd,9.63061,1.00E-05,1.00E-05,0.000759,crs,nips
18,itd,9.69184,1.00E-05,1.00E-05,0.000759,crs,nips
19,itd,9.67143,1.00E-05,1.00E-05,0.000759,crs,nips
20,itd,9.52857,1.00E-05,1.00E-05,0.000759,crs,nips
21,itd,9.66122,1.00E-05,1.00E-05,0.000759,crs,nips
22,itd,9.65102,1.00E-05,1.00E-05,0.000759,crs,nips
23,itd,9.75306,1.00E-05,1.00E-05,0.000759,crs,nips
24,itd,9.50816,1.00E-05,1.00E-05,0.000759,crs,nips
25,itd,9.75306,1.00E-05,1.00E-05,0.000759,crs,nips
26,itd,9.6,1.00E-05,1.00E-05,0.000759,crs,nips
27,itd,9.83469,1.00E-05,1.00E-05,0.000759,crs,nips
28,itd,9.46735,1.00E-05,1.00E-05,0.000759,crs,nips
29,itd,9.81429,1.00E-05,1.00E-05,0.000759,crs,nips
30,itd,9.76327,1.00E-05,1.00E-05,0.000759,crs,nips
31,itd,9.5898,1.00E-05,1.00E-05,0.000759,crs,nips
32,itd,9.56939,1.00E-05,1.00E-05,0.000759,crs,nips
33,itd,9.5898,1.00E-05,1.00E-05,0.000759,crs,nips
34,itd,9.73265,1.00E-05,1.00E-05,0.000759,crs,nips
35,itd,9.6,1.00E-05,1.00E-05,0.000759,crs,nips
36,itd,9.52857,1.00E-05,1.00E-05,0.000759,crs,nips
37,itd,9.89592,1.00E-05,1.00E-05,0.000759,crs,nips
38,itd,9.71224,1.00E-05,1.00E-05,0.000759,crs,nips
39,itd,9.51837,1.00E-05,1.00E-05,0.000759,crs,nips
40,itd,9.74286,1.00E-05,1.00E-05,0.000759,crs,nips
41,itd,9.72245,1.00E-05,1.00E-05,0.000759,crs,nips
42,itd,9.70204,1.00E-05,1.00E-05,0.000759,crs,nips
43,itd,9.55918,1.00E-05,1.00E-05,0.000759,crs,nips
44,itd,9.62041,1.00E-05,1.00E-05,0.000759,crs,nips
45,itd,9.8551,1.00E-05,1.00E-05,0.000759,crs,nips
46,itd,9.5898,1.00E-05,1.00E-05,0.000759,crs,nips
47,itd,9.55918,1.00E-05,1.00E-05,0.000759,crs,nips
48,itd,9.69184,1.00E-05,1.00E-05,0.000759,crs,nips
49,itd,9.79388,1.00E-05,1.00E-05,0.000759,crs,nips
50,itd,9.79388,1.00E-05,1.00E-05,0.000759,crs,nips
51,itd,9.78367,1.00E-05,1.00E-05,0.000759,crs,nips
52,itd,9.76327,1.00E-05,1.00E-05,0.000759,crs,nips
53,itd,9.62041,1.00E-05,1.00E-05,0.000759,crs,nips
54,itd,9.57959,1.00E-05,1.00E-05,0.000759,crs,nips
55,itd,9.73265,1.00E-05,1.00E-05,0.000759,crs,nips
56,itd,9.67143,1.00E-05,1.00E-05,0.000759,crs,nips
57,itd,9.8449,1.00E-05,1.00E-05,0.000759,crs,nips
58,itd,9.78367,1.00E-05,1.00E-05,0.000759,crs,nips
59,itd,9.80408,1.00E-05,1.00E-05,0.000759,crs,nips
60,itd,9.39592,1.00E-05,1.00E-05,0.000759,crs,nips
61,itd,9.75306,1.00E-05,1.00E-05,0.000759,crs,nips
62,itd,9.99796,1.00E-05,1.00E-05,0.000759,crs,nips
63,itd,9.65102,1.00E-05,1.00E-05,0.000759,crs,nips
64,itd,9.74286,1.00E-05,1.00E-05,0.000759,crs,nips
65,itd,9.81429,1.00E-05,1.00E-05,0.000759,crs,nips
66,itd,9.89592,1.00E-05,1.00E-05,0.000759,crs,nips
67,itd,9.88571,1.00E-05,1.00E-05,0.000759,crs,nips
68,itd,9.78367,1.00E-05,1.00E-05,0.000759,crs,nips
69,itd,9.71224,1.00E-05,1.00E-05,0.000759,crs,nips
70,itd,9.86531,1.00E-05,1.00E-05,0.000759,crs,nips
71,itd,9.72245,1.00E-05,1.00E-05,0.000759,crs,nips
72,itd,9.81429,1.00E-05,1.00E-05,0.000759,crs,nips
73,itd,9.91633,1.00E-05,1.00E-05,0.000759,crs,nips
74,itd,9.97755,1.00E-05,1.00E-05,0.000759,crs,nips
75,itd,9.41633,1.00E-05,1.00E-05,0.000759,crs,nips
76,itd,9.71224,1.00E-05,1.00E-05,0.000759,crs,nips
77,itd,9.83469,1.00E-05,1.00E-05,0.000759,crs,nips
78,itd,9.89592,1.00E-05,1.00E-05,0.000759,crs,nips
79,itd,9.78367,1.00E-05,1.00E-05,0.000759,crs,nips
80,itd,9.72245,1.00E-05,1.00E-05,0.000759,crs,nips
81,itd,9.75306,1.00E-05,1.00E-05,0.000759,crs,nips
82,itd,9.51837,1.00E-05,1.00E-05,0.000759,crs,nips
83,itd,9.87551,1.00E-05,1.00E-05,0.000759,crs,nips
84,itd,9.69184,1.00E-05,1.00E-05,0.000759,crs,nips
85,itd,9.91633,1.00E-05,1.00E-05,0.000759,crs,nips
86,itd,9.76327,1.00E-05,1.00E-05,0.000759,crs,nips
87,itd,9.50816,1.00E-05,1.00E-05,0.000759,crs,nips
88,itd,9.91633,1.00E-05,1.00E-05,0.000759,crs,nips
89,itd,9.90612,1.00E-05,1.00E-05,0.000759,crs,nips
90,itd,9.67143,1.00E-05,1.00E-05,0.000759,crs,nips
91,itd,9.77347,1.00E-05,1.00E-05,0.000759,crs,nips
92,itd,9.79388,1.00E-05,1.00E-05,0.000759,crs,nips
93,itd,9.47755,1.00E-05,1.00E-05,0.000759,crs,nips
94,itd,9.75306,1.00E-05,1.00E-05,0.000759,crs,nips
95,itd,9.6,1.00E-05,1.00E-05,0.000759,crs,nips
96,itd,9.72245,1.00E-05,1.00E-05,0.000759,crs,nips
97,itd,9.72245,1.00E-05,1.00E-05,0.000759,crs,nips
98,itd,9.45714,1.00E-05,1.00E-05,0.000759,crs,nips
0,itd,9.71287,1.00E-05,1.00E-05,0.000759,null,nips
1,itd,9.52475,1.00E-05,1.00E-05,0.000759,null,nips
2,itd,9.19802,1.00E-05,1.00E-05,0.000759,null,nips
3,itd,9.36634,1.00E-05,1.00E-05,0.000759,null,nips
4,itd,9.47525,1.00E-05,1.00E-05,0.000759,null,nips
5,itd,9.46535,1.00E-05,1.00E-05,0.000759,null,nips
6,itd,9.56436,1.00E-05,1.00E-05,0.000759,null,nips
7,itd,9.35644,1.00E-05,1.00E-05,0.000759,null,nips
8,itd,9.47525,1.00E-05,1.00E-05,0.000759,null,nips
9,itd,9.60396,1.00E-05,1.00E-05,0.000759,null,nips
10,itd,9.19802,1.00E-05,1.00E-05,0.000759,null,nips
11,itd,9.82178,1.00E-05,1.00E-05,0.000759,null,nips
12,itd,9.41584,1.00E-05,1.00E-05,0.000759,null,nips
13,itd,9.64356,1.00E-05,1.00E-05,0.000759,null,nips
14,itd,9.36634,1.00E-05,1.00E-05,0.000759,null,nips
15,itd,9.21782,1.00E-05,1.00E-05,0.000759,null,nips
16,itd,9.09901,1.00E-05,1.00E-05,0.000759,null,nips
17,itd,9.72277,1.00E-05,1.00E-05,0.000759,null,nips
18,itd,9.66337,1.00E-05,1.00E-05,0.000759,null,nips
19,itd,9.56436,1.00E-05,1.00E-05,0.000759,null,nips
20,itd,9.53465,1.00E-05,1.00E-05,0.000759,null,nips
21,itd,9.58416,1.00E-05,1.00E-05,0.000759,null,nips
22,itd,9.57426,1.00E-05,1.00E-05,0.000759,null,nips
23,itd,9.84158,1.00E-05,1.00E-05,0.000759,null,nips
24,itd,9.48515,1.00E-05,1.00E-05,0.000759,null,nips
25,itd,9.53465,1.00E-05,1.00E-05,0.000759,null,nips
26,itd,9.51485,1.00E-05,1.00E-05,0.000759,null,nips
27,itd,9.61386,1.00E-05,1.00E-05,0.000759,null,nips
28,itd,9.65347,1.00E-05,1.00E-05,0.000759,null,nips
29,itd,9.51485,1.00E-05,1.00E-05,0.000759,null,nips
30,itd,9.66337,1.00E-05,1.00E-05,0.000759,null,nips
31,itd,9.58416,1.00E-05,1.00E-05,0.000759,null,nips
32,itd,9.43564,1.00E-05,1.00E-05,0.000759,null,nips
33,itd,9.62376,1.00E-05,1.00E-05,0.000759,null,nips
34,itd,9.30693,1.00E-05,1.00E-05,0.000759,null,nips
35,itd,9.69307,1.00E-05,1.00E-05,0.000759,null,nips
36,itd,9.61386,1.00E-05,1.00E-05,0.000759,null,nips
37,itd,9.56436,1.00E-05,1.00E-05,0.000759,null,nips
38,itd,9.45545,1.00E-05,1.00E-05,0.000759,null,nips
39,itd,9.64356,1.00E-05,1.00E-05,0.000759,null,nips
40,itd,9.70297,1.00E-05,1.00E-05,0.000759,null,nips
41,itd,9.56436,1.00E-05,1.00E-05,0.000759,null,nips
42,itd,9.40594,1.00E-05,1.00E-05,0.000759,null,nips
43,itd,9.57426,1.00E-05,1.00E-05,0.000759,null,nips
44,itd,9.62376,1.00E-05,1.00E-05,0.000759,null,nips
45,itd,9.63366,1.00E-05,1.00E-05,0.000759,null,nips
46,itd,9.51485,1.00E-05,1.00E-05,0.000759,null,nips
47,itd,9.40594,1.00E-05,1.00E-05,0.000759,null,nips
48,itd,9.38614,1.00E-05,1.00E-05,0.000759,null,nips
49,itd,9.64356,1.00E-05,1.00E-05,0.000759,null,nips
50,itd,9.79208,1.00E-05,1.00E-05,0.000759,null,nips
51,itd,9.35644,1.00E-05,1.00E-05,0.000759,null,nips
52,itd,9.54455,1.00E-05,1.00E-05,0.000759,null,nips
53,itd,9.53465,1.00E-05,1.00E-05,0.000759,null,nips
54,itd,9.63366,1.00E-05,1.00E-05,0.000759,null,nips
55,itd,9.71287,1.00E-05,1.00E-05,0.000759,null,nips
56,itd,9.72277,1.00E-05,1.00E-05,0.000759,null,nips
57,itd,9.58416,1.00E-05,1.00E-05,0.000759,null,nips
58,itd,9.62376,1.00E-05,1.00E-05,0.000759,null,nips
59,itd,9.45545,1.00E-05,1.00E-05,0.000759,null,nips
60,itd,9.64356,1.00E-05,1.00E-05,0.000759,null,nips
61,itd,9.52475,1.00E-05,1.00E-05,0.000759,null,nips
62,itd,9.53465,1.00E-05,1.00E-05,0.000759,null,nips
63,itd,9.54455,1.00E-05,1.00E-05,0.000759,null,nips
64,itd,9.67327,1.00E-05,1.00E-05,0.000759,null,nips
65,itd,9.46535,1.00E-05,1.00E-05,0.000759,null,nips
66,itd,9.86139,1.00E-05,1.00E-05,0.000759,null,nips
67,itd,9.60396,1.00E-05,1.00E-05,0.000759,null,nips
68,itd,9.61386,1.00E-05,1.00E-05,0.000759,null,nips
69,itd,9.71287,1.00E-05,1.00E-05,0.000759,null,nips
70,itd,9.89109,1.00E-05,1.00E-05,0.000759,null,nips
71,itd,9.67327,1.00E-05,1.00E-05,0.000759,null,nips
72,itd,9.75248,1.00E-05,1.00E-05,0.000759,null,nips
73,itd,9.63366,1.00E-05,1.00E-05,0.000759,null,nips
74,itd,9.69307,1.00E-05,1.00E-05,0.000759,null,nips
75,itd,9.79208,1.00E-05,1.00E-05,0.000759,null,nips
76,itd,9.57426,1.00E-05,1.00E-05,0.000759,null,nips
77,itd,9.44554,1.00E-05,1.00E-05,0.000759,null,nips
78,itd,9.70297,1.00E-05,1.00E-05,0.000759,null,nips
79,itd,9.65347,1.00E-05,1.00E-05,0.000759,null,nips
80,itd,9.60396,1.00E-05,1.00E-05,0.000759,null,nips
81,itd,9.78218,1.00E-05,1.00E-05,0.000759,null,nips
82,itd,9.77228,1.00E-05,1.00E-05,0.000759,null,nips
83,itd,9.65347,1.00E-05,1.00E-05,0.000759,null,nips
84,itd,9.76238,1.00E-05,1.00E-05,0.000759,null,nips
85,itd,9.73267,1.00E-05,1.00E-05,0.000759,null,nips
86,itd,9.49505,1.00E-05,1.00E-05,0.000759,null,nips
87,itd,9.82178,1.00E-05,1.00E-05,0.000759,null,nips
88,itd,9.66337,1.00E-05,1.00E-05,0.000759,null,nips
89,itd,9.59406,1.00E-05,1.00E-05,0.000759,null,nips
90,itd,9.58416,1.00E-05,1.00E-05,0.000759,null,nips
91,itd,9.9505,1.00E-05,1.00E-05,0.000759,null,nips
92,itd,9.82178,1.00E-05,1.00E-05,0.000759,null,nips
93,itd,9.61386,1.00E-05,1.00E-05,0.000759,null,nips
94,itd,9.66337,1.00E-05,1.00E-05,0.000759,null,nips
95,itd,9.50495,1.00E-05,1.00E-05,0.000759,null,nips
96,itd,9.65347,1.00E-05,1.00E-05,0.000759,null,nips
97,itd,9.72277,1.00E-05,1.00E-05,0.000759,null,nips
98,itd,9.43564,1.00E-05,1.00E-05,0.000759,null,nips
99,itd,9.57426,1.00E-05,1.00E-05,0.000759,null,nips
100,itd,9.61386,1.00E-05,1.00E-05,0.000759,null,nips
101,itd,9.88119,1.00E-05,1.00E-05,0.000759,null,nips
0,itd,9.71569,1.00E-05,1.00E-05,0.000759,rand,nips
1,itd,9.4902,1.00E-05,1.00E-05,0.000759,rand,nips
2,itd,9.2549,1.00E-05,1.00E-05,0.000759,rand,nips
3,itd,9.39216,1.00E-05,1.00E-05,0.000759,rand,nips
4,itd,9.5098,1.00E-05,1.00E-05,0.000759,rand,nips
5,itd,9.58824,1.00E-05,1.00E-05,0.000759,rand,nips
6,itd,9.51961,1.00E-05,1.00E-05,0.000759,rand,nips
7,itd,9.55882,1.00E-05,1.00E-05,0.000759,rand,nips
8,itd,9.2549,1.00E-05,1.00E-05,0.000759,rand,nips
9,itd,9.46078,1.00E-05,1.00E-05,0.000759,rand,nips
10,itd,9.60784,1.00E-05,1.00E-05,0.000759,rand,nips
11,itd,9.18627,1.00E-05,1.00E-05,0.000759,rand,nips
12,itd,9.64706,1.00E-05,1.00E-05,0.000759,rand,nips
13,itd,9.31373,1.00E-05,1.00E-05,0.000759,rand,nips
14,itd,9.19608,1.00E-05,1.00E-05,0.000759,rand,nips
15,itd,9.13725,1.00E-05,1.00E-05,0.000759,rand,nips
16,itd,9.85294,1.00E-05,1.00E-05,0.000759,rand,nips
17,itd,9.64706,1.00E-05,1.00E-05,0.000759,rand,nips
18,itd,9.62745,1.00E-05,1.00E-05,0.000759,rand,nips
19,itd,9.4902,1.00E-05,1.00E-05,0.000759,rand,nips
20,itd,9.59804,1.00E-05,1.00E-05,0.000759,rand,nips
21,itd,9.58824,1.00E-05,1.00E-05,0.000759,rand,nips
22,itd,9.84314,1.00E-05,1.00E-05,0.000759,rand,nips
23,itd,9.48039,1.00E-05,1.00E-05,0.000759,rand,nips
24,itd,9.61765,1.00E-05,1.00E-05,0.000759,rand,nips
25,itd,9.56863,1.00E-05,1.00E-05,0.000759,rand,nips
26,itd,9.56863,1.00E-05,1.00E-05,0.000759,rand,nips
27,itd,9.77451,1.00E-05,1.00E-05,0.000759,rand,nips
28,itd,9.43137,1.00E-05,1.00E-05,0.000759,rand,nips
29,itd,9.61765,1.00E-05,1.00E-05,0.000759,rand,nips
30,itd,9.52941,1.00E-05,1.00E-05,0.000759,rand,nips
31,itd,9.37255,1.00E-05,1.00E-05,0.000759,rand,nips
32,itd,9.7451,1.00E-05,1.00E-05,0.000759,rand,nips
33,itd,9.37255,1.00E-05,1.00E-05,0.000759,rand,nips
34,itd,9.76471,1.00E-05,1.00E-05,0.000759,rand,nips
35,itd,9.61765,1.00E-05,1.00E-05,0.000759,rand,nips
36,itd,9.58824,1.00E-05,1.00E-05,0.000759,rand,nips
37,itd,9.45098,1.00E-05,1.00E-05,0.000759,rand,nips
38,itd,9.54902,1.00E-05,1.00E-05,0.000759,rand,nips
39,itd,9.52941,1.00E-05,1.00E-05,0.000759,rand,nips
40,itd,9.59804,1.00E-05,1.00E-05,0.000759,rand,nips
41,itd,9.43137,1.00E-05,1.00E-05,0.000759,rand,nips
42,itd,9.78431,1.00E-05,1.00E-05,0.000759,rand,nips
43,itd,9.59804,1.00E-05,1.00E-05,0.000759,rand,nips
44,itd,9.45098,1.00E-05,1.00E-05,0.000759,rand,nips
45,itd,9.62745,1.00E-05,1.00E-05,0.000759,rand,nips
46,itd,9.61765,1.00E-05,1.00E-05,0.000759,rand,nips
47,itd,9.40196,1.00E-05,1.00E-05,0.000759,rand,nips
48,itd,9.51961,1.00E-05,1.00E-05,0.000759,rand,nips
49,itd,9.64706,1.00E-05,1.00E-05,0.000759,rand,nips
50,itd,9.77451,1.00E-05,1.00E-05,0.000759,rand,nips
51,itd,9.35294,1.00E-05,1.00E-05,0.000759,rand,nips
52,itd,9.53922,1.00E-05,1.00E-05,0.000759,rand,nips
53,itd,9.46078,1.00E-05,1.00E-05,0.000759,rand,nips
54,itd,9.65686,1.00E-05,1.00E-05,0.000759,rand,nips
55,itd,9.76471,1.00E-05,1.00E-05,0.000759,rand,nips
56,itd,9.69608,1.00E-05,1.00E-05,0.000759,rand,nips
57,itd,9.63725,1.00E-05,1.00E-05,0.000759,rand,nips
58,itd,9.5098,1.00E-05,1.00E-05,0.000759,rand,nips
59,itd,9.48039,1.00E-05,1.00E-05,0.000759,rand,nips
60,itd,9.4902,1.00E-05,1.00E-05,0.000759,rand,nips
61,itd,9.42157,1.00E-05,1.00E-05,0.000759,rand,nips
62,itd,9.77451,1.00E-05,1.00E-05,0.000759,rand,nips
63,itd,9.67647,1.00E-05,1.00E-05,0.000759,rand,nips
64,itd,9.43137,1.00E-05,1.00E-05,0.000759,rand,nips
65,itd,9.68627,1.00E-05,1.00E-05,0.000759,rand,nips
66,itd,9.64706,1.00E-05,1.00E-05,0.000759,rand,nips
67,itd,9.62745,1.00E-05,1.00E-05,0.000759,rand,nips
68,itd,9.86275,1.00E-05,1.00E-05,0.000759,rand,nips
69,itd,9.65686,1.00E-05,1.00E-05,0.000759,rand,nips
70,itd,9.67647,1.00E-05,1.00E-05,0.000759,rand,nips
71,itd,9.7451,1.00E-05,1.00E-05,0.000759,rand,nips
72,itd,9.62745,1.00E-05,1.00E-05,0.000759,rand,nips
73,itd,9.81373,1.00E-05,1.00E-05,0.000759,rand,nips
74,itd,9.60784,1.00E-05,1.00E-05,0.000759,rand,nips
75,itd,9.63725,1.00E-05,1.00E-05,0.000759,rand,nips
76,itd,9.66667,1.00E-05,1.00E-05,0.000759,rand,nips
77,itd,9.78431,1.00E-05,1.00E-05,0.000759,rand,nips
78,itd,9.57843,1.00E-05,1.00E-05,0.000759,rand,nips
79,itd,9.36275,1.00E-05,1.00E-05,0.000759,rand,nips
80,itd,9.81373,1.00E-05,1.00E-05,0.000759,rand,nips
81,itd,9.77451,1.00E-05,1.00E-05,0.000759,rand,nips
82,itd,9.86275,1.00E-05,1.00E-05,0.000759,rand,nips
83,itd,9.39216,1.00E-05,1.00E-05,0.000759,rand,nips
84,itd,9.69608,1.00E-05,1.00E-05,0.000759,rand,nips
85,itd,9.55882,1.00E-05,1.00E-05,0.000759,rand,nips
86,itd,9.86275,1.00E-05,1.00E-05,0.000759,rand,nips
87,itd,9.72549,1.00E-05,1.00E-05,0.000759,rand,nips
88,itd,9.70588,1.00E-05,1.00E-05,0.000759,rand,nips
89,itd,9.67647,1.00E-05,1.00E-05,0.000759,rand,nips
90,itd,9.61765,1.00E-05,1.00E-05,0.000759,rand,nips
91,itd,9.65686,1.00E-05,1.00E-05,0.000759,rand,nips
92,itd,9.57843,1.00E-05,1.00E-05,0.000759,rand,nips
93,itd,9.93137,1.00E-05,1.00E-05,0.000759,rand,nips
94,itd,9.85294,1.00E-05,1.00E-05,0.000759,rand,nips
95,itd,9.65686,1.00E-05,1.00E-05,0.000759,rand,nips
96,itd,9.56863,1.00E-05,1.00E-05,0.000759,rand,nips
97,itd,9.64706,1.00E-05,1.00E-05,0.000759,rand,nips
98,itd,9.82353,1.00E-05,1.00E-05,0.000759,rand,nips
99,itd,9.76471,1.00E-05,1.00E-05,0.000759,rand,nips
100,itd,9.61765,1.00E-05,1.00E-05,0.000759,rand,nips
101,itd,9.67647,1.00E-05,1.00E-05,0.000759,rand,nips
102,itd,9.41176,1.00E-05,1.00E-05,0.000759,rand,nips
0,itd,8.95935,1.00E-05,1.00E-05,0.000759,rgs,nips
1,itd,9.95935,1.00E-05,1.00E-05,0.000759,rgs,nips
2,itd,9.28455,1.00E-05,1.00E-05,0.000759,rgs,nips
3,itd,9.4065,1.00E-05,1.00E-05,0.000759,rgs,nips
4,itd,9.54472,1.00E-05,1.00E-05,0.000759,rgs,nips
5,itd,9.5935,1.00E-05,1.00E-05,0.000759,rgs,nips
6,itd,9.5935,1.00E-05,1.00E-05,0.000759,rgs,nips
7,itd,9.2439,1.00E-05,1.00E-05,0.000759,rgs,nips
8,itd,9.71545,1.00E-05,1.00E-05,0.000759,rgs,nips
9,itd,9.65854,1.00E-05,1.00E-05,0.000759,rgs,nips
10,itd,9.5122,1.00E-05,1.00E-05,0.000759,rgs,nips
11,itd,9.78049,1.00E-05,1.00E-05,0.000759,rgs,nips
12,itd,9.62602,1.00E-05,1.00E-05,0.000759,rgs,nips
13,itd,9.47154,1.00E-05,1.00E-05,0.000759,rgs,nips
14,itd,9.39024,1.00E-05,1.00E-05,0.000759,rgs,nips
15,itd,9.37398,1.00E-05,1.00E-05,0.000759,rgs,nips
16,itd,9.76423,1.00E-05,1.00E-05,0.000759,rgs,nips
17,itd,9.70732,1.00E-05,1.00E-05,0.000759,rgs,nips
18,itd,9.41463,1.00E-05,1.00E-05,0.000759,rgs,nips
19,itd,9.30894,1.00E-05,1.00E-05,0.000759,rgs,nips
20,itd,9.57724,1.00E-05,1.00E-05,0.000759,rgs,nips
21,itd,9.71545,1.00E-05,1.00E-05,0.000759,rgs,nips
22,itd,9.82927,1.00E-05,1.00E-05,0.000759,rgs,nips
23,itd,9.49593,1.00E-05,1.00E-05,0.000759,rgs,nips
24,itd,9.57724,1.00E-05,1.00E-05,0.000759,rgs,nips
25,itd,9.65041,1.00E-05,1.00E-05,0.000759,rgs,nips
26,itd,9.62602,1.00E-05,1.00E-05,0.000759,rgs,nips
27,itd,9.60163,1.00E-05,1.00E-05,0.000759,rgs,nips
28,itd,9.49593,1.00E-05,1.00E-05,0.000759,rgs,nips
29,itd,9.60976,1.00E-05,1.00E-05,0.000759,rgs,nips
30,itd,9.53659,1.00E-05,1.00E-05,0.000759,rgs,nips
31,itd,9.46341,1.00E-05,1.00E-05,0.000759,rgs,nips
32,itd,9.7561,1.00E-05,1.00E-05,0.000759,rgs,nips
33,itd,9.42276,1.00E-05,1.00E-05,0.000759,rgs,nips
34,itd,9.73984,1.00E-05,1.00E-05,0.000759,rgs,nips
35,itd,9.65854,1.00E-05,1.00E-05,0.000759,rgs,nips
36,itd,9.65854,1.00E-05,1.00E-05,0.000759,rgs,nips
37,itd,9.41463,1.00E-05,1.00E-05,0.000759,rgs,nips
38,itd,9.61789,1.00E-05,1.00E-05,0.000759,rgs,nips
39,itd,9.63415,1.00E-05,1.00E-05,0.000759,rgs,nips
40,itd,9.58537,1.00E-05,1.00E-05,0.000759,rgs,nips
41,itd,9.76423,1.00E-05,1.00E-05,0.000759,rgs,nips
42,itd,9.5935,1.00E-05,1.00E-05,0.000759,rgs,nips
43,itd,9.45528,1.00E-05,1.00E-05,0.000759,rgs,nips
44,itd,9.68293,1.00E-05,1.00E-05,0.000759,rgs,nips
45,itd,9.60976,1.00E-05,1.00E-05,0.000759,rgs,nips
46,itd,9.5935,1.00E-05,1.00E-05,0.000759,rgs,nips
47,itd,9.7561,1.00E-05,1.00E-05,0.000759,rgs,nips
48,itd,9.42276,1.00E-05,1.00E-05,0.000759,rgs,nips
49,itd,9.5122,1.00E-05,1.00E-05,0.000759,rgs,nips
50,itd,9.66667,1.00E-05,1.00E-05,0.000759,rgs,nips
51,itd,9.72358,1.00E-05,1.00E-05,0.000759,rgs,nips
52,itd,9.57724,1.00E-05,1.00E-05,0.000759,rgs,nips
53,itd,9.52033,1.00E-05,1.00E-05,0.000759,rgs,nips
54,itd,9.26016,1.00E-05,1.00E-05,0.000759,rgs,nips
55,itd,9.52846,1.00E-05,1.00E-05,0.000759,rgs,nips
56,itd,9.52846,1.00E-05,1.00E-05,0.000759,rgs,nips
57,itd,9.45528,1.00E-05,1.00E-05,0.000759,rgs,nips
58,itd,9.66667,1.00E-05,1.00E-05,0.000759,rgs,nips
59,itd,9.70732,1.00E-05,1.00E-05,0.000759,rgs,nips
60,itd,9.68293,1.00E-05,1.00E-05,0.000759,rgs,nips
61,itd,9.68293,1.00E-05,1.00E-05,0.000759,rgs,nips
62,itd,9.86992,1.00E-05,1.00E-05,0.000759,rgs,nips
63,itd,9.64228,1.00E-05,1.00E-05,0.000759,rgs,nips
64,itd,9.69106,1.00E-05,1.00E-05,0.000759,rgs,nips
65,itd,9.76423,1.00E-05,1.00E-05,0.000759,rgs,nips
66,itd,9.65854,1.00E-05,1.00E-05,0.000759,rgs,nips
67,itd,9.81301,1.00E-05,1.00E-05,0.000759,rgs,nips
68,itd,9.54472,1.00E-05,1.00E-05,0.000759,rgs,nips
69,itd,9.70732,1.00E-05,1.00E-05,0.000759,rgs,nips
70,itd,9.63415,1.00E-05,1.00E-05,0.000759,rgs,nips
71,itd,9.5935,1.00E-05,1.00E-05,0.000759,rgs,nips
72,itd,9.73171,1.00E-05,1.00E-05,0.000759,rgs,nips
