topic, pmi, sc, its, alpha, gamma, eta, inference
101,13.6774,-382.454,1319,0.001,0.001,0.00114811,sa
102,64.4661,-378.727,1317,0.001,0.001,0.00114811,sa
103,26.0714,-289.279,1320,0.001,0.001,0.00114811,sa
104,56.2229,-406.256,1307,0.001,0.001,0.00114811,sa
105,32.9528,-373.46,1330,0.001,0.001,0.00114811,sa
106,46.6627,-362.367,1277,0.001,0.001,0.00114811,sa
107,52.0617,-336.515,1325,0.001,0.001,0.00114811,sa
108,45.4748,-376.369,1311,0.001,0.001,0.00114811,sa
109,33.2739,-304.256,1321,0.001,0.001,0.00114811,sa
110,34.6868,-317.089,1310,0.001,0.001,0.00114811,sa
111,-8.88958,-442.642,1298,0.001,0.001,0.00114811,sa
112,46.5361,-378.548,1313,0.001,0.001,0.00114811,sa
113,19.3813,-428.885,1287,0.001,0.001,0.00114811,sa
114,52.5909,-382.496,1296,0.001,0.001,0.00114811,sa
115,25.1979,-367.773,1321,0.001,0.001,0.00114811,sa
116,4.5516,-432.151,1293,0.001,0.001,0.00114811,sa
117,17.7614,-365.904,1306,0.001,0.001,0.00114811,sa
118,48.8036,-275.125,1308,0.001,0.001,0.00114811,sa
119,11.0235,-420.973,1286,0.001,0.001,0.00114811,sa
120,-4.3757,-450.916,1307,0.001,0.001,0.00114811,sa
121,30.5223,-358.562,1298,0.001,0.001,0.00114811,sa
122,-0.601278,-336.371,1313,0.001,0.001,0.00114811,sa
123,43.9568,-310.999,1315,0.001,0.001,0.00114811,sa
124,9.90517,-390.952,1301,0.001,0.001,0.00114811,sa
125,21.3845,-290.393,1315,0.001,0.001,0.00114811,sa
126,77.6085,-338.34,1287,0.001,0.001,0.00114811,sa
127,38.8168,-354.27,1297,0.001,0.001,0.00114811,sa
128,64.9526,-252.545,1284,0.001,0.001,0.00114811,sa
129,-42.8561,-388.409,1302,0.001,0.001,0.00114811,sa
130,67.1583,-365.121,1296,0.001,0.001,0.00114811,sa
131,76.646,-311.325,1303,0.001,0.001,0.00114811,sa
132,0.276697,-395.024,1295,0.001,0.001,0.00114811,sa
133,24.4283,-403.6,1311,0.001,0.001,0.00114811,sa
134,3.7368,-404.478,1287,0.001,0.001,0.00114811,sa
