topic, metric, value, alpha, gamma, eta, inference, dataset
35,coh,-373.865,1.00E-05,1.00E-05,0.001,null,ap-50-set2
35,itd,9.89744,1.00E-05,1.00E-05,0.001,null,ap-50-set2
36,pmi,81.4823,1.00E-05,1.00E-05,0.001,null,ap-50-set2
36,coh,-318.1,1.00E-05,1.00E-05,0.001,null,ap-50-set2
36,itd,9.69231,1.00E-05,1.00E-05,0.001,null,ap-50-set2
37,pmi,61.6003,1.00E-05,1.00E-05,0.001,null,ap-50-set2
37,coh,-333.94,1.00E-05,1.00E-05,0.001,null,ap-50-set2
37,itd,9.89744,1.00E-05,1.00E-05,0.001,null,ap-50-set2
38,pmi,71.1991,1.00E-05,1.00E-05,0.001,null,ap-50-set2
38,coh,-308.307,1.00E-05,1.00E-05,0.001,null,ap-50-set2
38,itd,9.74359,1.00E-05,1.00E-05,0.001,null,ap-50-set2
39,pmi,125.033,1.00E-05,1.00E-05,0.001,null,ap-50-set2
39,coh,-185.02,1.00E-05,1.00E-05,0.001,null,ap-50-set2
39,itd,9.97436,1.00E-05,1.00E-05,0.001,null,ap-50-set2
0,pmi,84.5078,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
0,coh,-337.694,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
0,itd,9.89189,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
1,pmi,82.8692,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
1,coh,-320.474,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
1,itd,9.62162,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
2,pmi,77.9234,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
2,coh,-291.275,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
2,itd,9.89189,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
3,pmi,66.2713,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
3,coh,-266.269,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
3,itd,9.86486,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
4,pmi,92.633,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
4,coh,-160.646,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
4,itd,9.97297,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
5,pmi,68.6654,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
5,coh,-284.678,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
5,itd,9.89189,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
6,pmi,92.1122,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
6,coh,-286.72,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
6,itd,9.89189,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
7,pmi,87.8383,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
7,coh,-328.955,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
7,itd,9.97297,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
8,pmi,196.565,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
8,coh,-283.674,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
8,itd,9.94595,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
9,pmi,72.531,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
9,coh,-295.364,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
9,itd,9.94595,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
10,pmi,89.7748,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
10,coh,-241.089,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
10,itd,9.86486,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
11,pmi,55.0832,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
11,coh,-323.205,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
11,itd,9.91892,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
12,pmi,37.896,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
12,coh,-310.444,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
12,itd,9.78378,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
13,pmi,63.6113,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
13,coh,-309.013,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
13,itd,9.89189,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
14,pmi,89.9706,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
14,coh,-277.406,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
14,itd,9.64865,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
15,pmi,69.203,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
15,coh,-232.678,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
15,itd,9.89189,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
16,pmi,110.495,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
16,coh,-315.317,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
16,itd,9.97297,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
17,pmi,57.2997,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
17,coh,-312.164,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
17,itd,9.72973,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
18,pmi,101.457,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
18,coh,-275.861,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
18,itd,9.97297,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
19,pmi,61.2482,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
19,coh,-300.208,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
19,itd,9.86486,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
20,pmi,57.4445,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
20,coh,-244.846,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
20,itd,9.91892,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
21,pmi,76.8409,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
21,coh,-278.385,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
21,itd,9.78378,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
22,pmi,51.2369,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
22,coh,-291.169,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
22,itd,9.7027,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
23,pmi,72.2642,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
23,coh,-253.4,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
23,itd,10,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
24,pmi,48.1807,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
24,coh,-286.611,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
24,itd,9.94595,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
25,pmi,49.0674,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
25,coh,-296.818,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
25,itd,9.91892,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
26,pmi,77.3029,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
26,coh,-275.08,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
26,itd,9.72973,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
27,pmi,108.524,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
27,coh,-292.628,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
27,itd,9.81081,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
28,pmi,135.988,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
28,coh,-310.244,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
28,itd,9.97297,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
29,pmi,37.0067,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
29,coh,-337.962,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
29,itd,9.75676,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
30,pmi,90.2287,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
30,coh,-186.487,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
30,itd,9.83784,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
31,pmi,85.2432,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
31,coh,-295.191,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
31,itd,9.89189,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
32,pmi,85.4393,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
32,coh,-367.614,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
32,itd,9.51351,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
33,pmi,93.3557,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
33,coh,-231.769,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
33,itd,9.72973,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
34,pmi,90.431,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
34,coh,-211.479,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
34,itd,9.97297,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
35,pmi,87.1742,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
35,coh,-317.812,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
35,itd,9.78378,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
36,pmi,71.1991,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
36,coh,-307.714,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
36,itd,9.72973,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
37,pmi,44.5627,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
37,coh,-220.465,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
37,itd,9.67568,1.00E-05,1.00E-05,0.001,crs,ap-50-set2
0,pmi,48.8319,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
0,coh,-210.208,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
0,itd,9.53846,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
1,pmi,84.5078,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
1,coh,-337.694,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
1,itd,9.89744,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
2,pmi,82.8692,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
2,coh,-357.498,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
2,itd,9.64103,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
3,pmi,55.6411,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
3,coh,-282.753,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
3,itd,9.84615,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
4,pmi,66.2713,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
4,coh,-266.269,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
4,itd,9.87179,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
5,pmi,92.633,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
5,coh,-160.646,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
5,itd,9.94872,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
6,pmi,68.6654,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
6,coh,-271.799,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
6,itd,9.92308,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
7,pmi,77.1558,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
7,coh,-264.647,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
7,itd,9.84615,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
8,pmi,87.8383,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
8,coh,-328.955,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
8,itd,10,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
9,pmi,196.565,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
9,coh,-283.674,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
9,itd,9.97436,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
10,pmi,66.3592,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
10,coh,-302.685,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
10,itd,9.92308,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
11,pmi,138.936,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
11,coh,-233.979,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
11,itd,9.92308,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
12,pmi,61.2482,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
12,coh,-300.208,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
12,itd,9.87179,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
13,pmi,55.0832,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
13,coh,-323.205,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
13,itd,9.92308,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
14,pmi,85.2432,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
14,coh,-310.547,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
14,itd,9.87179,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
15,pmi,69.4961,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
15,coh,-256.618,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
15,itd,9.69231,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
16,pmi,37.896,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
16,coh,-310.444,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
16,itd,9.79487,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
17,pmi,63.6113,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
17,coh,-309.013,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
17,itd,9.89744,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
18,pmi,89.9706,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
18,coh,-277.406,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
18,itd,9.69231,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
19,pmi,69.203,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
19,coh,-232.678,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
19,itd,9.92308,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
20,pmi,110.495,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
20,coh,-315.317,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
20,itd,9.97436,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
21,pmi,57.2997,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
21,coh,-312.164,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
21,itd,9.74359,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
22,pmi,101.457,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
22,coh,-275.861,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
22,itd,9.97436,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
23,pmi,59.7507,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
23,coh,-217.318,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
23,itd,9.94872,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
24,pmi,76.8409,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
24,coh,-287.045,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
24,itd,9.82051,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
25,pmi,45.5271,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
25,coh,-279.136,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
25,itd,9.74359,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
26,pmi,72.2642,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
26,coh,-253.4,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
26,itd,10,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
27,pmi,61.6003,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
27,coh,-334.185,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
27,itd,9.89744,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
28,pmi,48.1807,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
28,coh,-286.611,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
28,itd,9.94872,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
29,pmi,47.6924,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
29,coh,-287.005,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
29,itd,9.87179,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
30,pmi,51.5607,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
30,coh,-203.564,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
30,itd,9.76923,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
31,pmi,107.202,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
31,coh,-361.77,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
31,itd,9.82051,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
32,pmi,135.988,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
32,coh,-310.244,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
32,itd,10,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
33,pmi,37.0067,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
33,coh,-357.629,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
33,itd,9.79487,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
34,pmi,90.2287,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
34,coh,-186.487,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
34,itd,9.84615,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
35,pmi,52.5317,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
35,coh,-284.618,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
35,itd,9.82051,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
36,pmi,104.805,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
36,coh,-371.164,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
36,itd,9.87179,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
37,pmi,69.3165,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
37,coh,-309.053,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
37,itd,10,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
38,pmi,73.0689,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
38,coh,-333.785,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
38,itd,9.71795,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
39,pmi,71.1991,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
39,coh,-308.307,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
39,itd,9.74359,1.00E-05,1.00E-05,0.001,rand,ap-50-set2
0,pmi,44.5627,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
0,coh,-220.465,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
0,itd,9.63158,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
1,pmi,82.6449,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
1,coh,-311.584,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
1,itd,9.86842,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
2,pmi,66.2713,1.00E-05,1.00E-05,0.001,rgs,ap-50-set2
