topic, pmi, sc, its, alpha, gamma, eta, inference
175,23.6112,-323.957,2462,0.001,0.001,0.00114811,smh1-sp2-mp0
176,100.413,-310.28,2448,0.001,0.001,0.00114811,smh1-sp2-mp0
177,46.1798,-297.882,2500,0.001,0.001,0.00114811,smh1-sp2-mp0
178,28.6398,-356.48,2498,0.001,0.001,0.00114811,smh1-sp2-mp0
179,42.3215,-259.018,2494,0.001,0.001,0.00114811,smh1-sp2-mp0
180,30.4326,-320.194,2477,0.001,0.001,0.00114811,smh1-sp2-mp0
181,73.3118,-252.049,2480,0.001,0.001,0.00114811,smh1-sp2-mp0
182,73.5583,-382.21,2451,0.001,0.001,0.00114811,smh1-sp2-mp0
183,13.8615,-379.313,2498,0.001,0.001,0.00114811,smh1-sp2-mp0
184,66.5617,-294.577,2480,0.001,0.001,0.00114811,smh1-sp2-mp0
185,42.4102,-309.176,2506,0.001,0.001,0.00114811,smh1-sp2-mp0
186,65.4091,-284.775,2507,0.001,0.001,0.00114811,smh1-sp2-mp0
187,49.3244,-329.88,2492,0.001,0.001,0.00114811,smh1-sp2-mp0
188,35.7736,-341.035,2502,0.001,0.001,0.00114811,smh1-sp2-mp0
189,31.3693,-365.443,2477,0.001,0.001,0.00114811,smh1-sp2-mp0
190,40.2292,-259.632,2482,0.001,0.001,0.00114811,smh1-sp2-mp0
191,81.9943,-390.396,2503,0.001,0.001,0.00114811,smh1-sp2-mp0
192,54.7934,-278.221,2493,0.001,0.001,0.00114811,smh1-sp2-mp0
193,53.5133,-290.42,2521,0.001,0.001,0.00114811,smh1-sp2-mp0
194,2.546,-335.779,2467,0.001,0.001,0.00114811,smh1-sp2-mp0
195,42.1924,-372.157,2500,0.001,0.001,0.00114811,smh1-sp2-mp0
196,28.1806,-330.898,2473,0.001,0.001,0.00114811,smh1-sp2-mp0
197,31.2838,-292.411,2507,0.001,0.001,0.00114811,smh1-sp2-mp0
198,47.7006,-379.452,2505,0.001,0.001,0.00114811,smh1-sp2-mp0
199,46.5194,-386.996,2493,0.001,0.001,0.00114811,smh1-sp2-mp0
200,36.9437,-281.69,2501,0.001,0.001,0.00114811,smh1-sp2-mp0
201,71.7859,-335.565,2504,0.001,0.001,0.00114811,smh1-sp2-mp0
202,-4.61668,-338.329,2505,0.001,0.001,0.00114811,smh1-sp2-mp0
203,46.5866,-305.897,2483,0.001,0.001,0.00114811,smh1-sp2-mp0
204,58.7711,-350.91,2476,0.001,0.001,0.00114811,smh1-sp2-mp0
205,70.7291,-404.079,2432,0.001,0.001,0.00114811,smh1-sp2-mp0
206,38.023,-305.331,2510,0.001,0.001,0.00114811,smh1-sp2-mp0
207,48.3783,-308.203,2455,0.001,0.001,0.00114811,smh1-sp2-mp0
208,52.5315,-413.669,2518,0.001,0.001,0.00114811,smh1-sp2-mp0
209,57.974,-277.038,2499,0.001,0.001,0.00114811,smh1-sp2-mp0
210,62.4287,-194.715,2505,0.001,0.001,0.00114811,smh1-sp2-mp0
211,51.9908,-361.251,2514,0.001,0.001,0.00114811,smh1-sp2-mp0
212,93.6536,-369.15,2439,0.001,0.001,0.00114811,smh1-sp2-mp0
213,3.32748,-368.051,2515,0.001,0.001,0.00114811,smh1-sp2-mp0
214,38.5273,-278.985,2481,0.001,0.001,0.00114811,smh1-sp2-mp0
215,31.5494,-367.674,2498,0.001,0.001,0.00114811,smh1-sp2-mp0
216,25.8137,-346.823,2497,0.001,0.001,0.00114811,smh1-sp2-mp0
217,89.0826,-254.804,2453,0.001,0.001,0.00114811,smh1-sp2-mp0
218,57.161,-281.129,2509,0.001,0.001,0.00114811,smh1-sp2-mp0
219,37.4001,-343.78,2512,0.001,0.001,0.00114811,smh1-sp2-mp0
220,53.1975,-262.274,2494,0.001,0.001,0.00114811,smh1-sp2-mp0
221,73.6594,-389.329,2442,0.001,0.001,0.00114811,smh1-sp2-mp0
222,44.7896,-369.753,2510,0.001,0.001,0.00114811,smh1-sp2-mp0
223,43.8381,-348.996,2512,0.001,0.001,0.00114811,smh1-sp2-mp0
224,28.6183,-332.347,2491,0.001,0.001,0.00114811,smh1-sp2-mp0
225,9.65581,-341.969,2489,0.001,0.001,0.00114811,smh1-sp2-mp0
226,47.1754,-342.163,2510,0.001,0.001,0.00114811,smh1-sp2-mp0
227,41.9502,-276.191,2443,0.001,0.001,0.00114811,smh1-sp2-mp0
228,27.3284,-327.493,2513,0.001,0.001,0.00114811,smh1-sp2-mp0
229,-8.02892,-289.257,2509,0.001,0.001,0.00114811,smh1-sp2-mp0
230,38.2316,-344.226,2510,0.001,0.001,0.00114811,smh1-sp2-mp0
231,38.8261,-351.179,2478,0.001,0.001,0.00114811,smh1-sp2-mp0
232,27.3767,-406.44,2501,0.001,0.001,0.00114811,smh1-sp2-mp0
233,35.0731,-327.193,2497,0.001,0.001,0.00114811,smh1-sp2-mp0
234,43.9697,-320.87,2522,0.001,0.001,0.00114811,smh1-sp2-mp0
235,39.6586,-338.294,2505,0.001,0.001,0.00114811,smh1-sp2-mp0
236,35.1139,-342.199,2510,0.001,0.001,0.00114811,smh1-sp2-mp0
237,32.3416,-347.598,2477,0.001,0.001,0.00114811,smh1-sp2-mp0
238,54.5575,-380.246,2391,0.001,0.001,0.00114811,smh1-sp2-mp0
239,32.0574,-358.61,2496,0.001,0.001,0.00114811,smh1-sp2-mp0
240,34.2767,-351.21,2506,0.001,0.001,0.00114811,smh1-sp2-mp0
241,4.93914,-314.143,2498,0.001,0.001,0.00114811,smh1-sp2-mp0
242,-18.0587,-384.306,2526,0.001,0.001,0.00114811,smh1-sp2-mp0
243,54.0195,-396.171,2515,0.001,0.001,0.00114811,smh1-sp2-mp0
244,29.6099,-276.843,2490,0.001,0.001,0.00114811,smh1-sp2-mp0
245,35.068,-328.551,2469,0.001,0.001,0.00114811,smh1-sp2-mp0
246,34.0931,-317.183,2521,0.001,0.001,0.00114811,smh1-sp2-mp0
247,44.7128,-363.609,2519,0.001,0.001,0.00114811,smh1-sp2-mp0
248,28.0089,-369.789,2490,0.001,0.001,0.00114811,smh1-sp2-mp0
249,21.835,-373.242,2509,0.001,0.001,0.00114811,smh1-sp2-mp0
250,-2.71159,-470.045,2505,0.001,0.001,0.00114811,smh1-sp2-mp0
251,30.0853,-371.015,2506,0.001,0.001,0.00114811,smh1-sp2-mp0
252,-20.796,-268.887,2437,0.001,0.001,0.00114811,smh1-sp2-mp0
253,26.2389,-387.336,2515,0.001,0.001,0.00114811,smh1-sp2-mp0
254,48.5134,-434.011,2435,0.001,0.001,0.00114811,smh1-sp2-mp0
0,16.2249,-268.7,2394,0.001,0.001,0.00114811,smh0
1,85.3823,-361.819,2461,0.001,0.001,0.00114811,smh0
2,89.2321,-221.103,2453,0.001,0.001,0.00114811,smh0
3,31.1687,-299.475,2436,0.001,0.001,0.00114811,smh0
4,37.2185,-279.21,2471,0.001,0.001,0.00114811,smh0
5,64.8863,-309.764,2445,0.001,0.001,0.00114811,smh0
6,52.2152,-275.161,2441,0.001,0.001,0.00114811,smh0
7,51.7137,-304.322,2448,0.001,0.001,0.00114811,smh0
8,54.52,-175.06,2452,0.001,0.001,0.00114811,smh0
9,75.153,-420.057,2443,0.001,0.001,0.00114811,smh0
10,51.457,-284.255,2450,0.001,0.001,0.00114811,smh0
11,112.867,-323.764,2464,0.001,0.001,0.00114811,smh0
12,47.1832,-236.45,2462,0.001,0.001,0.00114811,smh0
13,21.0579,-237.404,2456,0.001,0.001,0.00114811,smh0
14,38.88,-304.168,2464,0.001,0.001,0.00114811,smh0
15,58.3068,-402.894,2437,0.001,0.001,0.00114811,smh0
16,62.4694,-239.375,2491,0.001,0.001,0.00114811,smh0
17,47.6819,-360.418,2462,0.001,0.001,0.00114811,smh0
18,51.2626,-417.543,2456,0.001,0.001,0.00114811,smh0
19,47.8171,-336.789,2439,0.001,0.001,0.00114811,smh0
20,79.8166,-306.854,2412,0.001,0.001,0.00114811,smh0
21,33.736,-316.285,2461,0.001,0.001,0.00114811,smh0
22,69.2168,-354.351,2418,0.001,0.001,0.00114811,smh0
23,43.0011,-297.264,2396,0.001,0.001,0.00114811,smh0
24,75.0038,-310.875,2481,0.001,0.001,0.00114811,smh0
25,53.8803,-245.371,2435,0.001,0.001,0.00114811,smh0
26,39.9919,-245.033,2436,0.001,0.001,0.00114811,smh0
27,39.825,-366.354,2435,0.001,0.001,0.00114811,smh0
28,86.7468,-338.359,2444,0.001,0.001,0.00114811,smh0
29,52.539,-275.514,2416,0.001,0.001,0.00114811,smh0
30,58.3702,-284.985,2429,0.001,0.001,0.00114811,smh0
31,61.363,-399.206,2436,0.001,0.001,0.00114811,smh0
32,87.0061,-264.022,2426,0.001,0.001,0.00114811,smh0
33,80.5903,-240.78,2464,0.001,0.001,0.00114811,smh0
34,60.6505,-245.975,2473,0.001,0.001,0.00114811,smh0
35,47.1757,-315.708,2406,0.001,0.001,0.00114811,smh0
36,38.3569,-366.107,2410,0.001,0.001,0.00114811,smh0
37,52.6033,-308.607,2435,0.001,0.001,0.00114811,smh0
38,35.6327,-299.896,2457,0.001,0.001,0.00114811,smh0
39,36.3513,-222.502,2485,0.001,0.001,0.00114811,smh0
40,53.4306,-271.882,2441,0.001,0.001,0.00114811,smh0
41,45.9925,-287.59,2410,0.001,0.001,0.00114811,smh0
42,46.5672,-269.884,2452,0.001,0.001,0.00114811,smh0
43,23.6899,-344.836,2443,0.001,0.001,0.00114811,smh0
44,31.0867,-264.816,2466,0.001,0.001,0.00114811,smh0
45,64.8212,-317.625,2430,0.001,0.001,0.00114811,smh0
46,47.9295,-295.098,2442,0.001,0.001,0.00114811,smh0
47,44.5539,-326.394,2440,0.001,0.001,0.00114811,smh0
48,-7.34492,-255.091,2474,0.001,0.001,0.00114811,smh0
49,57.1193,-369.869,2447,0.001,0.001,0.00114811,smh0
50,63.585,-188.341,2428,0.001,0.001,0.00114811,smh0
51,86.0955,-359.16,2397,0.001,0.001,0.00114811,smh0
52,68.3494,-312.582,2403,0.001,0.001,0.00114811,smh0
53,60.4873,-271.914,2454,0.001,0.001,0.00114811,smh0
54,53.0695,-264.295,2416,0.001,0.001,0.00114811,smh0
55,34.5259,-298.477,2423,0.001,0.001,0.00114811,smh0
56,36.9623,-244.406,2464,0.001,0.001,0.00114811,smh0
57,57.2985,-293.636,2436,0.001,0.001,0.00114811,smh0
58,115.179,-222.3,2405,0.001,0.001,0.00114811,smh0
59,65.9238,-245.615,2437,0.001,0.001,0.00114811,smh0
60,48.983,-332.494,2402,0.001,0.001,0.00114811,smh0
61,64.8317,-414.573,2431,0.001,0.001,0.00114811,smh0
62,48.3371,-223.019,2325,0.001,0.001,0.00114811,smh0
63,44.7478,-279.157,2458,0.001,0.001,0.00114811,smh0
64,46.1085,-380.143,2416,0.001,0.001,0.00114811,smh0
65,76.2392,-271.25,2426,0.001,0.001,0.00114811,smh0
66,80.1084,-319.456,2437,0.001,0.001,0.00114811,smh0
67,91.5946,-243.686,2409,0.001,0.001,0.00114811,smh0
68,59.2954,-215.057,2392,0.001,0.001,0.00114811,smh0
69,70.5864,-312.542,2419,0.001,0.001,0.00114811,smh0
70,90.3102,-292.16,2436,0.001,0.001,0.00114811,smh0
71,58.4188,-253.766,2462,0.001,0.001,0.00114811,smh0
72,82.2168,-405.909,2429,0.001,0.001,0.00114811,smh0
73,63.4345,-286.176,2445,0.001,0.001,0.00114811,smh0
74,71.5472,-290.926,2474,0.001,0.001,0.00114811,smh0
75,40.0334,-286.686,2447,0.001,0.001,0.00114811,smh0
76,52.4487,-309.454,2407,0.001,0.001,0.00114811,smh0
77,81.0716,-357.238,2400,0.001,0.001,0.00114811,smh0
78,47.836,-307.503,2379,0.001,0.001,0.00114811,smh0
79,27.7991,-287.971,2448,0.001,0.001,0.00114811,smh0
80,58.5903,-350.746,2404,0.001,0.001,0.00114811,smh0
81,65.3297,-433.991,2370,0.001,0.001,0.00114811,smh0
82,120.611,-191.586,2442,0.001,0.001,0.00114811,smh0
83,45.8472,-341.97,2471,0.001,0.001,0.00114811,smh0
84,43.1959,-282.709,2472,0.001,0.001,0.00114811,smh0
85,48.4572,-356.619,2446,0.001,0.001,0.00114811,smh0
86,44.9571,-319.822,2467,0.001,0.001,0.00114811,smh0
87,32.8262,-337.32,2457,0.001,0.001,0.00114811,smh0
88,76.5145,-427.269,2415,0.001,0.001,0.00114811,smh0
89,44.462,-437.382,2429,0.001,0.001,0.00114811,smh0
90,64.1104,-342.622,2427,0.001,0.001,0.00114811,smh0
91,81.3396,-271.555,2429,0.001,0.001,0.00114811,smh0
92,84.6271,-386.685,2447,0.001,0.001,0.00114811,smh0
93,81.7089,-371.938,2437,0.001,0.001,0.00114811,smh0
94,123.306,-356.585,2438,0.001,0.001,0.00114811,smh0
95,58.6454,-384.001,2402,0.001,0.001,0.00114811,smh0
96,35.4339,-320.345,2436,0.001,0.001,0.00114811,smh0
97,38.9232,-305.842,2397,0.001,0.001,0.00114811,smh0
98,43.0135,-366.661,2410,0.001,0.001,0.00114811,smh0
99,36.0547,-338.558,2425,0.001,0.001,0.00114811,smh0
100,48.9621,-442.543,2363,0.001,0.001,0.00114811,smh0
101,38.9335,-251.052,2467,0.001,0.001,0.00114811,smh0
102,65.5022,-373.205,2438,0.001,0.001,0.00114811,smh0
103,47.4875,-426.117,2438,0.001,0.001,0.00114811,smh0
104,78.1302,-267.063,2380,0.001,0.001,0.00114811,smh0
105,50.9533,-344.957,2397,0.001,0.001,0.00114811,smh0
106,48.7336,-313.949,2442,0.001,0.001,0.00114811,smh0
107,48.0745,-344.638,2438,0.001,0.001,0.00114811,smh0
108,106.578,-370.583,2415,0.001,0.001,0.00114811,smh0
109,51.1669,-282.985,2465,0.001,0.001,0.00114811,smh0
110,70.8597,-278.031,2462,0.001,0.001,0.00114811,smh0
111,44.1171,-318.008,2418,0.001,0.001,0.00114811,smh0
112,32.4722,-299.517,2441,0.001,0.001,0.00114811,smh0
113,30.6567,-407.768,2444,0.001,0.001,0.00114811,smh0
114,45.2916,-380.328,2378,0.001,0.001,0.00114811,smh0
115,51.2093,-333.846,2410,0.001,0.001,0.00114811,smh0
116,38.0755,-305.304,2477,0.001,0.001,0.00114811,smh0
117,75.6632,-294.736,2451,0.001,0.001,0.00114811,smh0
118,67.4579,-259.923,2416,0.001,0.001,0.00114811,smh0
119,60.1727,-259.254,2411,0.001,0.001,0.00114811,smh0
120,76.4348,-316.503,2472,0.001,0.001,0.00114811,smh0
121,47.9326,-309.702,2454,0.001,0.001,0.00114811,smh0
122,69.6578,-285.652,2402,0.001,0.001,0.00114811,smh0
123,94.8733,-316.941,2460,0.001,0.001,0.00114811,smh0
124,45.9674,-274.038,2443,0.001,0.001,0.00114811,smh0
125,40.2985,-315.175,2471,0.001,0.001,0.00114811,smh0
126,31.5089,-298.211,2393,0.001,0.001,0.00114811,smh0
127,26.4679,-236.736,2459,0.001,0.001,0.00114811,smh0
128,50.2328,-367.945,2401,0.001,0.001,0.00114811,smh0
129,48.2277,-392.026,2466,0.001,0.001,0.00114811,smh0
130,42.1716,-389.94,2414,0.001,0.001,0.00114811,smh0
131,71.9034,-296.729,2404,0.001,0.001,0.00114811,smh0
132,40.071,-355.167,2450,0.001,0.001,0.00114811,smh0
133,60.7084,-406.848,2373,0.001,0.001,0.00114811,smh0
134,46.7605,-312.146,2447,0.001,0.001,0.00114811,smh0
135,42.5265,-353.025,2478,0.001,0.001,0.00114811,smh0
136,67.3566,-262.209,2437,0.001,0.001,0.00114811,smh0
137,42.7589,-291.375,2431,0.001,0.001,0.00114811,smh0
138,46.2609,-381.384,2445,0.001,0.001,0.00114811,smh0
139,67.085,-234.267,2419,0.001,0.001,0.00114811,smh0
140,59.3521,-220.109,2461,0.001,0.001,0.00114811,smh0
141,49.3657,-426.588,2460,0.001,0.001,0.00114811,smh0
142,-11.3407,-281.327,2433,0.001,0.001,0.00114811,smh0
143,82.7575,-195.156,2436,0.001,0.001,0.00114811,smh0
144,21.5873,-359.142,2425,0.001,0.001,0.00114811,smh0
145,65.6531,-321.724,2431,0.001,0.001,0.00114811,smh0
146,34.2322,-253.853,2422,0.001,0.001,0.00114811,smh0
147,44.8849,-322.498,2426,0.001,0.001,0.00114811,smh0
148,60.9307,-271.477,2431,0.001,0.001,0.00114811,smh0
149,55.2433,-270.134,2408,0.001,0.001,0.00114811,smh0
150,71.0531,-277.179,2456,0.001,0.001,0.00114811,smh0
151,27.5552,-292.111,2447,0.001,0.001,0.00114811,smh0
152,9.48443,-329.739,2464,0.001,0.001,0.00114811,smh0
153,27.3322,-396.191,2480,0.001,0.001,0.00114811,smh0
154,60.511,-363.513,2465,0.001,0.001,0.00114811,smh0
155,39.208,-381.632,2480,0.001,0.001,0.00114811,smh0
156,67.1025,-307.176,2456,0.001,0.001,0.00114811,smh0
157,36.4706,-220.225,2464,0.001,0.001,0.00114811,smh0
158,43.5748,-266.748,2427,0.001,0.001,0.00114811,smh0
159,34.361,-308.671,2467,0.001,0.001,0.00114811,smh0
160,93.0543,-263.362,2407,0.001,0.001,0.00114811,smh0
161,100.454,-261.478,2472,0.001,0.001,0.00114811,smh0
162,84.6785,-241.068,2438,0.001,0.001,0.00114811,smh0
163,21.954,-342.729,2472,0.001,0.001,0.00114811,smh0
164,47.5685,-284.728,2458,0.001,0.001,0.00114811,smh0
165,79.9692,-277.968,2451,0.001,0.001,0.00114811,smh0
166,85.6828,-349.799,2374,0.001,0.001,0.00114811,smh0
167,26.0338,-355.021,2449,0.001,0.001,0.00114811,smh0
168,25.4386,-377.237,2448,0.001,0.001,0.00114811,smh0
169,50.7307,-355.88,2439,0.001,0.001,0.00114811,smh0
170,43.6665,-290.78,2434,0.001,0.001,0.00114811,smh0
171,53.8143,-336.463,2420,0.001,0.001,0.00114811,smh0
172,52.2253,-303.645,2442,0.001,0.001,0.00114811,smh0
173,50.6151,-259.51,2462,0.001,0.001,0.00114811,smh0
174,38.7611,-386.299,2477,0.001,0.001,0.00114811,smh0
175,46.266,-344.144,2444,0.001,0.001,0.00114811,smh0
176,57.5017,-371.396,2426,0.001,0.001,0.00114811,smh0
177,38.7632,-379.293,2449,0.001,0.001,0.00114811,smh0
178,84.6731,-419.908,2467,0.001,0.001,0.00114811,smh0
179,38.6844,-350.76,2425,0.001,0.001,0.00114811,smh0
180,52.5495,-290.139,2478,0.001,0.001,0.00114811,smh0
181,8.69298,-362.167,2420,0.001,0.001,0.00114811,smh0
182,47.5959,-336.149,2441,0.001,0.001,0.00114811,smh0
183,63.1817,-356.873,2454,0.001,0.001,0.00114811,smh0
184,50.545,-269.867,2474,0.001,0.001,0.00114811,smh0
185,72.8993,-362.802,2432,0.001,0.001,0.00114811,smh0
186,55.248,-352.998,2456,0.001,0.001,0.00114811,smh0
187,41.5262,-357.459,2453,0.001,0.001,0.00114811,smh0
188,41.2332,-240.474,2462,0.001,0.001,0.00114811,smh0
189,9.04697,-369.279,2451,0.001,0.001,0.00114811,smh0
190,55.3375,-282.073,2448,0.001,0.001,0.00114811,smh0
191,45.5455,-337.319,2473,0.001,0.001,0.00114811,smh0
192,28.5236,-414.336,2473,0.001,0.001,0.00114811,smh0
193,13.6934,-195.551,2435,0.001,0.001,0.00114811,smh0
194,-5.94421,-312.594,2478,0.001,0.001,0.00114811,smh0
195,68.3959,-347.937,2463,0.001,0.001,0.00114811,smh0
196,29.0915,-329.262,2480,0.001,0.001,0.00114811,smh0
197,71.4385,-362.447,2453,0.001,0.001,0.00114811,smh0
198,12.0753,-364.329,2480,0.001,0.001,0.00114811,smh0
199,-14.6903,-397.195,2426,0.001,0.001,0.00114811,smh0
200,63.7732,-279.505,2469,0.001,0.001,0.00114811,smh0
201,43.6381,-367.747,2432,0.001,0.001,0.00114811,smh0
202,57.2332,-445.092,2463,0.001,0.001,0.00114811,smh0
203,49.4732,-359.395,2452,0.001,0.001,0.00114811,smh0
204,39.4305,-355.079,2452,0.001,0.001,0.00114811,smh0
205,45.0647,-320.982,2455,0.001,0.001,0.00114811,smh0
206,32.6429,-321.551,2461,0.001,0.001,0.00114811,smh0
207,29.1472,-329.307,2466,0.001,0.001,0.00114811,smh0
208,36.0705,-348.574,2483,0.001,0.001,0.00114811,smh0
209,46.0971,-445.711,2448,0.001,0.001,0.00114811,smh0
210,43.674,-268.699,2466,0.001,0.001,0.00114811,smh0
211,56.5147,-311.217,2448,0.001,0.001,0.00114811,smh0
212,49.5002,-332.914,2457,0.001,0.001,0.00114811,smh0
213,53.355,-377.84,2468,0.001,0.001,0.00114811,smh0
214,41.945,-396.512,2454,0.001,0.001,0.00114811,smh0
215,59.2265,-282.61,2423,0.001,0.001,0.00114811,smh0
216,-7.07948,-364.13,2423,0.001,0.001,0.00114811,smh0
217,33.1211,-371.628,2481,0.001,0.001,0.00114811,smh0
218,60.0205,-225.353,2432,0.001,0.001,0.00114811,smh0
219,29.0186,-395.453,2472,0.001,0.001,0.00114811,smh0
220,21.1041,-378.336,2479,0.001,0.001,0.00114811,smh0
221,43.8261,-386.735,2452,0.001,0.001,0.00114811,smh0
222,36.5407,-338.465,2456,0.001,0.001,0.00114811,smh0
223,33.6947,-364.479,2474,0.001,0.001,0.00114811,smh0
224,63.6031,-223.401,2465,0.001,0.001,0.00114811,smh0
225,27.2888,-343.058,2436,0.001,0.001,0.00114811,smh0
226,28.5855,-338.063,2456,0.001,0.001,0.00114811,smh0
227,27.1595,-381.733,2467,0.001,0.001,0.00114811,smh0
228,27.4721,-253.082,2437,0.001,0.001,0.00114811,smh0
229,45.3172,-326.103,2476,0.001,0.001,0.00114811,smh0
230,56.2853,-325.953,2470,0.001,0.001,0.00114811,smh0
231,40.2294,-380.771,2463,0.001,0.001,0.00114811,smh0
232,34.5238,-394.986,2486,0.001,0.001,0.00114811,smh0
233,33.4317,-355.635,2453,0.001,0.001,0.00114811,smh0
234,29.7938,-334.73,2449,0.001,0.001,0.00114811,smh0
235,35.2526,-317.415,2477,0.001,0.001,0.00114811,smh0
236,56.8547,-323.642,2471,0.001,0.001,0.00114811,smh0
237,47.2315,-306.143,2479,0.001,0.001,0.00114811,smh0
238,40.6427,-243.278,2465,0.001,0.001,0.00114811,smh0
239,30.8602,-240.195,2467,0.001,0.001,0.00114811,smh0
240,29.1246,-379.07,2464,0.001,0.001,0.00114811,smh0
241,57.1521,-281.623,2473,0.001,0.001,0.00114811,smh0
242,33.7447,-311.314,2468,0.001,0.001,0.00114811,smh0
243,49.5413,-400.412,2471,0.001,0.001,0.00114811,smh0
244,34.5352,-438.967,2460,0.001,0.001,0.00114811,smh0
245,36.7772,-289.508,2444,0.001,0.001,0.00114811,smh0
246,57.5022,-374.034,2467,0.001,0.001,0.00114811,smh0
247,18.6957,-379.851,2470,0.001,0.001,0.00114811,smh0
248,35.2284,-339.871,2463,0.001,0.001,0.00114811,smh0
249,30.9866,-340.226,2481,0.001,0.001,0.00114811,smh0
250,23.2347,-352.592,2470,0.001,0.001,0.00114811,smh0
0,48.0121,-379.663,2474,0.001,0.001,0.00114811,
1,82.0662,-353.296,2464,0.001,0.001,0.00114811,
2,54.6698,-316.546,2494,0.001,0.001,0.00114811,
3,16.213,-310.551,2440,0.001,0.001,0.00114811,
4,36.6902,-248.61,2502,0.001,0.001,0.00114811,
5,65.1236,-268.375,2488,0.001,0.001,0.00114811,
6,97.8036,-268.484,2442,0.001,0.001,0.00114811,
7,41.2072,-290.66,2489,0.001,0.001,0.00114811,
8,43.0108,-298.764,2499,0.001,0.001,0.00114811,
9,84.8329,-332.744,2506,0.001,0.001,0.00114811,
10,50.6168,-373.169,2494,0.001,0.001,0.00114811,
11,53.9696,-244.929,2471,0.001,0.001,0.00114811,
12,79.7516,-424.052,2456,0.001,0.001,0.00114811,
13,57.3667,-340.106,2478,0.001,0.001,0.00114811,
14,73.0211,-227.365,2488,0.001,0.001,0.00114811,
15,56.5366,-254.985,2521,0.001,0.001,0.00114811,
16,86.4228,-345.917,2486,0.001,0.001,0.00114811,
17,43.1655,-236.532,2510,0.001,0.001,0.00114811,
18,59.1337,-296.387,2499,0.001,0.001,0.00114811,
19,41.7893,-348.082,2460,0.001,0.001,0.00114811,
20,52.2867,-227.636,2514,0.001,0.001,0.00114811,
21,64.8895,-277.356,2502,0.001,0.001,0.00114811,
22,58.0355,-245.517,2485,0.001,0.001,0.00114811,
23,101.81,-368.643,2450,0.001,0.001,0.00114811,
24,74.8265,-357.095,2467,0.001,0.001,0.00114811,
25,36.5209,-311.39,2430,0.001,0.001,0.00114811,
26,70.4765,-321.885,2505,0.001,0.001,0.00114811,
27,29.455,-415.909,2501,0.001,0.001,0.00114811,
28,58.6038,-279.808,2441,0.001,0.001,0.00114811,
29,62.0983,-245.358,2469,0.001,0.001,0.00114811,
30,88.0526,-254.711,2449,0.001,0.001,0.00114811,
31,75.9632,-207.181,2490,0.001,0.001,0.00114811,
32,60.6505,-251.628,2511,0.001,0.001,0.00114811,
33,41.7297,-264.135,2508,0.001,0.001,0.00114811,
34,13.4757,-333.033,2446,0.001,0.001,0.00114811,
35,36.2606,-267.576,2498,0.001,0.001,0.00114811,
36,43.7751,-384.17,2499,0.001,0.001,0.00114811,
37,95.2516,-268.339,2479,0.001,0.001,0.00114811,
38,112.895,-286.248,2487,0.001,0.001,0.00114811,
39,26.4963,-250.324,2504,0.001,0.001,0.00114811,
40,35.4967,-271.488,2395,0.001,0.001,0.00114811,
41,63.3035,-198.427,2381,0.001,0.001,0.00114811,
42,50.4641,-392.206,2462,0.001,0.001,0.00114811,
43,89.1705,-376.479,2448,0.001,0.001,0.00114811,
44,44.5539,-337.61,2475,0.001,0.001,0.00114811,
45,19.5346,-308.8,2526,0.001,0.001,0.00114811,
46,34.5279,-298.55,2415,0.001,0.001,0.00114811,
47,34.4129,-389.481,2498,0.001,0.001,0.00114811,
48,36.6034,-354.584,2497,0.001,0.001,0.00114811,
49,47.2911,-370.84,2523,0.001,0.001,0.00114811,
50,25.9268,-209.427,2506,0.001,0.001,0.00114811,
51,60.6571,-320.737,2481,0.001,0.001,0.00114811,
52,52.025,-273.325,2462,0.001,0.001,0.00114811,
53,64.8317,-384.369,2467,0.001,0.001,0.00114811,
54,59.0988,-318.449,2477,0.001,0.001,0.00114811,
55,64.9584,-342.461,2509,0.001,0.001,0.00114811,
56,66.4426,-263.869,2428,0.001,0.001,0.00114811,
57,87.3277,-243.044,2479,0.001,0.001,0.00114811,
58,33.2503,-308.556,2486,0.001,0.001,0.00114811,
59,77.8106,-334.876,2458,0.001,0.001,0.00114811,
60,40.6981,-320.897,2499,0.001,0.001,0.00114811,
61,56.0992,-371.244,2476,0.001,0.001,0.00114811,
62,56.4495,-300.517,2443,0.001,0.001,0.00114811,
63,27.1523,-297.827,2488,0.001,0.001,0.00114811,
64,64.8417,-299.947,2507,0.001,0.001,0.00114811,
65,61.735,-265.959,2464,0.001,0.001,0.00114811,
66,43.4905,-391.928,2417,0.001,0.001,0.00114811,
67,54.4086,-283.568,2454,0.001,0.001,0.00114811,
68,41.9574,-332.28,2388,0.001,0.001,0.00114811,
69,55.909,-352.327,2476,0.001,0.001,0.00114811,
70,78.0324,-388.347,2444,0.001,0.001,0.00114811,
71,79.2833,-307.636,2482,0.001,0.001,0.00114811,
72,63.8904,-431.147,2469,0.001,0.001,0.00114811,
73,10.8722,-328.176,2430,0.001,0.001,0.00114811,
74,85.9341,-274.813,2491,0.001,0.001,0.00114811,
75,13.8735,-353.26,2479,0.001,0.001,0.00114811,
76,72.1569,-389.651,2435,0.001,0.001,0.00114811,
77,65.7598,-267.131,2435,0.001,0.001,0.00114811,
78,50.8354,-338.362,2473,0.001,0.001,0.00114811,
79,32.0496,-198.281,2430,0.001,0.001,0.00114811,
80,67.9076,-284.511,2453,0.001,0.001,0.00114811,
